store_name,si,gu,ro,zip_code,addr,tel,x_code,y_code
기쁨주는약국,서울,강남구,광평로,6349,"서울특별시 강남구 광평로 281 2층 일부호 (수서동, 수서빌딩)",02-6181-3933,127.103087,37.4881219
잠실미소약국,서울,송파구,올림픽로35가길,5510,서울특별시 송파구 올림픽로35가길 16 홈플러스잠실점 B1층 (신천동),02-418-4837,127.1030345,37.5162594
루터약국,서울,송파구,올림픽로35다길,5510,서울특별시 송파구 올림픽로35다길 42 한국루터회관 1층 (신천동),02-6424-7050,127.1030222,37.5152191
덕동약국,경기,평택시,평택5로,17887,경기도 평택시 평택5로 191 (비전동),031-656-9876,127.1028147,36.9964691
세종약국,서울,강남구,밤고개로1길,6349,"서울특별시 강남구 밤고개로1길 22 (수서동, 주영빌딩 1층)",02-459-9464,127.1027166,37.4885272
즐거운약국,전북,전주완산구,쑥고개로,55065,전라북도 전주시 완산구 쑥고개로 343 (효자동2가),063-237-4223,127.1026879,35.8032907
시그니처약국,서울,송파구,올림픽로,5551,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 지하1층 (신천동),02-3213-2887,127.1025508,37.5125565
월드타워약국,서울,송파구,올림픽로,5551,"서울특별시 송파구 올림픽로 300 지하1층 (신천동, 롯데마트월드타워점)",02-3213-2828,127.1025508,37.5125565
시그마약국,서울,송파구,올림픽로,5510,"서울특별시 송파구 올림픽로 289 (신천동, 시그마빌딩 지하1층)",02-2203-3828,127.1025333,37.5145202
친절한종로약국,전북,전주완산구,우전로,54966,전라북도 전주시 완산구 우전로 240 (효자동2가),070-4105-5153,127.1024963,35.8163253
수서옵티마약국,서울,강남구,광평로51길,6349,서울특별시 강남구 광평로51길 8 1층 108호 (수서동),02-3412-7430,127.1024711,37.4883738
스마일약국,경기,화성시,동탄영천로,18467,경기도 화성시 동탄영천로 81-9 로얄프라자 103호 (영천동),031-378-8993,127.1024426,37.2097225
중앙약국,경기,의정부시,민락로,11814,"경기도 의정부시 민락로 210 3층 (민락동, 이마트)",031-852-6657,127.1023779,37.7431936
은혜약국,경기,평택시,중앙로,17905,"경기도 평택시 중앙로 176 118호 (합정동, 평택합정SKVIEW주상복합1)",031-691-8922,127.102363,36.9915502
다솜약국,경기,평택시,중앙로,17905,"경기도 평택시 중앙로 176 2층 223호 (합정동, 평택합정 SK VIEW 주상복합)",031-618-9407,127.102363,36.9915502
신도시우리약국,경기,화성시,동탄대로시범길,18477,"경기도 화성시 동탄대로시범길 261 1층 106호 (청계동, 리더스프라자)",031-372-3848,127.1021941,37.2016986
다솜약국,전북,전주완산구,우전로,54966,전라북도 전주시 완산구 우전로 250 (효자동2가),063-226-3343,127.1021867,35.8171566
수하락한약국,전북,전주완산구,문학로,54959,전라북도 전주시 완산구 문학로 10 (효자동3가),063-272-7535,127.1020794,35.8259526
조은약국,서울,중랑구,망우로71길,2059,서울특별시 중랑구 망우로71길 39 (망우동),02-2207-3402,127.1020179,37.6021256
스마일약국,서울,광진구,아차산로,4971,"서울특별시 광진구 아차산로 546 104호 (광장동, 삼성아파트상가)",02-447-8346,127.1019826,37.5429223
수서역약국,서울,강남구,광평로,6362,서울특별시 강남구 광평로 270 수서역 339-111호 (수서동),02-3412-5533,127.1018592,37.487389
동인프라자온누리약국,서울,강남구,밤고개로1길,6349,"서울특별시 강남구 밤고개로1길 10 117-2호 (수서동, 수서현대벤쳐빌)",02-3411-3388,127.1018445,37.4880245
수서메디칼약국,서울,강남구,밤고개로1길,6349,"서울특별시 강남구 밤고개로1길 10 210호 (수서동, 수서현대벤쳐빌)",02-2040-6799,127.1018445,37.4880245
은혜약국,서울,강남구,밤고개로1길,6349,"서울특별시 강남구 밤고개로1길 10 2층 220-2호 (수서동, 수서현대벤쳐빌)",02-6289-8767,127.1018445,37.4880245
사랑의약국,서울,강남구,밤고개로1길,6349,"서울특별시 강남구 밤고개로1길 10 2층 219호 (수서동, 수서현대벤쳐빌)",2040-7933,127.1018445,37.4880245
환승센터약국,서울,송파구,잠실로,5608,서울특별시 송파구 잠실로 156 잠실광역환승센터 지하1층 101호 (신천동),02-424-2365,127.1017527,37.5113201
3층하나약국,서울,송파구,올림픽로35길,5504,"서울특별시 송파구 올림픽로35길 112 (신천동, 장미B상가 315호)",02-412-3358,127.1017233,37.517819
월드중앙약국,서울,송파구,올림픽로35길,5504,"서울특별시 송파구 올림픽로35길 112 101,102호 (신천동, 장미아파트 비상가)",02-423-3016,127.1017233,37.517819
온누리솔약국,서울,송파구,올림픽로35길,5504,"서울특별시 송파구 올림픽로35길 112 2동 303호 (신천동, 장미아파트 비상가)",02-415-6667,127.1017233,37.517819
장미미소약국,서울,송파구,올림픽로35길,5504,"서울특별시 송파구 올림픽로35길 112 제2동 3층 20호 (신천동, 장미아파트 비상가)",02-412-4962,127.1017233,37.517819
마더온누리약국,전북,전주완산구,서원로,55060,전라북도 전주시 완산구 서원로 66 (효자동2가),063-244-1011,127.1016269,35.8133841
효자사랑약국,전북,전주완산구,호암로,55062,전라북도 전주시 완산구 호암로 63 104호 (효자동2가),063-237-0048,127.1015597,35.8093321
효자우리약국,전북,전주완산구,우전로,54965,전라북도 전주시 완산구 우전로 225 (효자동2가),063-236-2282,127.1014576,35.814476
튼튼약국,전북,전주완산구,서원로,54965,전라북도 전주시 완산구 서원로 63 1층 (효자동2가),063-228-9877,127.101448,35.8140052
유타워 온누리약국,경기,용인수지구,신수로,16827,경기도 용인시 수지구 신수로 767 분당수지 U-TOWER 128호 (동천동),031-525-3223,127.1014463,37.3381349
펜타포트약국,충남,천안서북구,공원로,31168,"충청남도 천안시 서북구 공원로 196 (불당동, 펜타포트)",041-533-0627,127.1014298,36.7984279
하늘약국,경기,평택시,중앙로,17899,"경기도 평택시 중앙로 165 (비전동, 외 1필지)",031-653-5707,127.1013522,36.9921893
아빠약국,경기,평택시,평택4로,17898,경기도 평택시 평택4로 69-1 (비전동),031-654-5014,127.1013109,36.9941804
강남리더스약국,서울,강남구,헌릉로,6376,서울특별시 강남구 헌릉로 569 1층 105호 (세곡동),02-3414-8001,127.1012408,37.4657595
삼성수약국,서울,송파구,올림픽로35길,5510,"서울특별시 송파구 올림픽로35길 123 2층 203호 (신천동, 향군타워 2층 203호)",02-2152-7577,127.1012216,37.5167619
드림약국,전북,전주완산구,호암로,55062,전라북도 전주시 완산구 호암로 59 (효자동2가),063-224-5151,127.1010795,35.8094687
대영진약국,서울,중랑구,용마공원로,2182,서울특별시 중랑구 용마공원로 16 (망우동),02-434-5172,127.1010672,37.5942343
선화약국,서울,중랑구,망우로,2059,서울특별시 중랑구 망우로 441 (망우동),02-434-8784,127.10101,37.6002507
구세약국,경기,평택시,중앙로,17905,경기도 평택시 중앙로 162 (합정동),031-655-2253,127.1010071,36.9919336
한결약국,서울,송파구,올림픽로35길,5504,"서울특별시 송파구 올림픽로35길 124 2동 410,411호 (신천동, 장미아파트 에이상가)",02-412-4246,127.1009378,37.5174925
해오름약국,서울,송파구,올림픽로35길,5504,"서울특별시 송파구 올림픽로35길 124 4층 7호 (신천동, 장미아파트 에이상가)",02-422-7254,127.1009378,37.5174925
전주태평양약국,전북,전주완산구,봉곡1길,55060,전라북도 전주시 완산구 봉곡1길 37 (효자동2가),063-229-8270,127.1008871,35.8133522
국송약국,서울,강남구,광평로51길,6347,"서울특별시 강남구 광평로51길 49 108호 (수서동, 주공A1단지상가)",02-459-1445,127.1008768,37.4920952
열린온누리약국,경기,평택시,상서재로,17845,"경기도 평택시 상서재로 55 근생1동 4호 (동삭동, 평택센트럴자이 3단지)",031-655-2900,127.1006734,37.0214999
온누리캐슬프라자약국,서울,송파구,올림픽로,5510,"서울특별시 송파구 올림픽로 269 (신천동, 롯데캐슬프라자 127호)",02-2146-2314,127.1006486,37.5144295
민약국,서울,광진구,아차산로,4974,"서울특별시 광진구 아차산로 532 101호 (광장동, 진넥스빌딩)",02-456-6155,127.1004998,37.5423992
정민약국,서울,중랑구,용마산로,2181,서울특별시 중랑구 용마산로 502 1층 (망우동),02-2207-4345,127.1004518,37.5957658
건약국,경기,평택시,평택4로,17907,경기도 평택시 평택4로 41 1층 (합정동),031-652-9456,127.1003639,36.9917503
지하철약국,서울,송파구,올림픽로,5510,"서울특별시 송파구 올림픽로 265 (잠실동, 잠실역지하상가 B-13호)",02-423-1919,127.1003127,37.513319
상아약국,서울,중랑구,용마산로,2182,서울특별시 중랑구 용마산로 494 상아빌딩 1층 (망우동),02-434-0118,127.100249,37.5949291
전주열린약국,전북,전주완산구,쑥고개로,55065,전라북도 전주시 완산구 쑥고개로 319 1층 (효자동2가),063-222-3883,127.1001456,35.8026183
전주프라자약국,전북,전주완산구,세내로,54956,전라북도 전주시 완산구 세내로 540 (효자동3가),063-278-8182-3,127.1001129,35.8338586
대한온누리약국,경기,성남분당구,판교로255번길,13486,"경기도 성남시 분당구 판교로255번길 9-22 138호 (삼평동, 우림 W-CITY)",031-628-7775,127.1000896,37.4040238
연무태평양약국,충남,논산시,안심로110번길,33008,충청남도 논산시 연무읍 안심로110번길 2 (연무읍),041-741-8765,127.0999845,36.1306884
바른성심약국,서울,중랑구,용마산로,2165,서울특별시 중랑구 용마산로 503 1층 (망우동),02-2208-2787,127.0999453,37.5961123
효자애플약국,전북,전주완산구,쑥고개로,55065,전라북도 전주시 완산구 쑥고개로 317 (효자동2가),063-221-1412,127.099905,35.8025504
우리종로약국,서울,중랑구,용마산로,2165,서울특별시 중랑구 용마산로 501 우리약국 1층 (망우동),02-433-1100,127.0998914,37.5958107
영빈약국,전북,전주완산구,세내로,54956,전라북도 전주시 완산구 세내로 544 (효자동3가),063-246-1056,127.0998491,35.8340078
우정약국,서울,중랑구,망우로,2164,서울특별시 중랑구 망우로 428 우정약국 1층 (망우동),02-432-4927,127.099744,37.5994886
새시장약국,서울,중랑구,망우로62길,2165,서울특별시 중랑구 망우로62길 81 (망우동),02-436-7554,127.0997145,37.5959737
조이약국,서울,중랑구,용마산로,2173,서울특별시 중랑구 용마산로 497 1층 (망우동),070-7716-8916,127.0997141,37.5954014
에벤에셀약국,서울,송파구,송파대로,5510,"서울특별시 송파구 송파대로 558 1층 103호 (신천동, 월드타워빌딩)",02-416-0216,127.0997117,37.5150949
중앙약국,경기,용인수지구,동천로,16826,경기도 용인시 수지구 동천로 31 (동천동),031-262-5203,127.0996769,37.3407294
부창약국,충남,논산시,중앙로,32983,충청남도 논산시 중앙로 249 (내동),041-734-3197,127.0995382,36.1896198
은혜약국,서울,중랑구,봉우재로,2172,서울특별시 중랑구 봉우재로 239 (망우동),02-432-0386,127.0995293,37.5957478
스타약국,서울,송파구,송파대로,5510,"서울특별시 송파구 송파대로 562 (신천동, 한빛프라자 3층)",02-3434-1586,127.0995242,37.5153483
형약국,충남,논산시,연무로,33007,충청남도 논산시 연무읍 연무로 186 (연무읍),041-741-6225,127.0995027,36.1302572
온누리배명약국,서울,송파구,가락로,5694,서울특별시 송파구 가락로 26 (석촌동),02-422-1866,127.0994226,37.4984569
푸른약국,충남,논산시,중앙로,32984,충청남도 논산시 중앙로 258 (취암동),041-735-8275,127.0993983,36.1903391
다나약국,경기,평택시,중앙로,17907,경기도 평택시 중앙로 148 (합정동),031-652-8102,127.0993408,36.9923013
효천온누리약국,전북,전주완산구,천잠로,55065,전라북도 전주시 완산구 천잠로 164 1층 (효자동2가),063-225-1728,127.0993255,35.8024125
옥정미소약국,경기,양주시,옥정동로4길,11476,경기도 양주시 옥정동로4길 3 105호 (옥정동),031-823-8852,127.0992793,37.8148751
내일약국,경기,의정부시,오목로,11813,경기도 의정부시 오목로 217 102호 (민락동),853-6953,127.0992722,37.745697
불당호수약국,충남,천안서북구,공원로,31168,충청남도 천안시 서북구 공원로 176 천안불당 시티프라디움 3차 3동 B층 202호 (불당동),041-533-2296,127.0992362,36.7970961
굿데이약국,서울,송파구,송파대로,5510,서울특별시 송파구 송파대로 570 2층 (신천동),425-0730,127.0991124,37.5157873
송림약국,경기,의정부시,오목로,11813,경기도 의정부시 오목로 215 1층 102호 (민락동),031-853-7980,127.0990802,37.7454749
옥정약국,경기,양주시,옥정동로,11467,경기도 양주시 옥정동로 274 (옥정동),031-866-5136,127.0990642,37.831441
수지메디칼약국,경기,용인수지구,동천로,16825,"경기도 용인시 수지구 동천로 36 (동천동,영재빌딩105호)",031-276-8576,127.0990165,37.3407531
서재중앙약국,경기,평택시,서재로,17848,"경기도 평택시 서재로 2 101호 (동삭동, 한주빌딩)",031-652-9982,127.098822,37.0098769
세곡온누리약국,서울,강남구,헌릉로569길,6376,서울특별시 강남구 헌릉로569길 27 2층 (세곡동),070-8828-7963,127.0987768,37.466811
송산온누리약국,경기,의정부시,오목로,11813,경기도 의정부시 오목로 207 103호 (민락동),031-852-5001,127.0986228,37.7449178
연세약국,서울,중랑구,망우로63길,2073,서울특별시 중랑구 망우로63길 5 연세약국 (망우동),02-438-1996,127.0986146,37.59979
광진온누리약국,서울,광진구,아차산로69길,4983,"서울특별시 광진구 아차산로69길 8 103, 104호 (광장동)",02-457-8377,127.0985302,37.5425315
논산드림약국,충남,논산시,중앙로,32984,충청남도 논산시 중앙로 274 (취암동),041-734-0213,127.0983846,36.1915612
논산홈플러스약국,충남,논산시,시민로,32988,충청남도 논산시 시민로 187 홈플러스 논산점 지하1층 (내동),041-735-7336,127.0983414,36.1835913
두근두근약국,경기,화성시,동탄대로,18478,"경기도 화성시 동탄대로 489 우성KTX타워 102,103호 (오산동)",031-377-2120,127.0982637,37.1973592
동탄프라자약국,경기,화성시,동탄대로,18478,경기도 화성시 동탄대로 495 108호 (오산동),031-375-2585,127.0982597,37.197969
태평양약국,서울,중랑구,망우로,2073,서울특별시 중랑구 망우로 413 삼영빌딩 (망우동),02-438-6250,127.0981956,37.599643
키즈플러스약국,서울,송파구,올림픽로,5554,"서울특별시 송파구 올림픽로 240 (잠실동, 웰빌센타동 A-104호)",02-411-0187,127.0981638,37.5110794
민락 길 약국,경기,의정부시,오목로205번길,11813,경기도 의정부시 오목로205번길 1 (민락동),070-8837-3785,127.0981047,37.7446357
삼성메디칼약국,경기,용인수지구,진산로,16923,"경기도 용인시 수지구 진산로 106 (풍덕천동, 훼미리빌딩1층)",031-272-1355,127.098088,37.3202026
메디약국,경기,화성시,동탄대로,18478,경기도 화성시 동탄대로 557-9 우성르보아시티 B동 123호 (오산동),031-372-7731,127.0980678,37.203248
사평약국,전남,화순군,사평길,58144,전라남도 화순군 남면 사평길 19 (남면),061-372-6015,127.0980628,35.0057029
대학당약국,경기,용인수지구,풍덕천로,16832,경기도 용인시 수지구 풍덕천로 155 수지마을동보아파트 상가동 106호 (풍덕천동),031-262-5666,127.0979916,37.3248666
한우리약국,서울,중랑구,망우로,2164,"서울특별시 중랑구 망우로 412 4층 (망우동, 기성빌딩)",02-495-1357,127.0979518,37.5990039
미소약국,서울,중랑구,망우로,2164,서울특별시 중랑구 망우로 412 기성빌딩 2층 (망우동),02-438-8278,127.0979518,37.5990039
큰사랑약국,서울,중랑구,용마산로117길,2073,서울특별시 중랑구 용마산로117길 45 1층 (망우동),433-2902,127.0979307,37.5998844
동탄다정약국,경기,화성시,동탄대로,18478,경기도 화성시 동탄대로 537 라스플로레스 A동 1099호 (오산동),031-831-8639,127.0979236,37.202222
메디팜범환약국,경기,화성시,동탄대로,18478,"경기도 화성시 동탄대로 537 라스플로레스 A동 1114,1115호 (오산동)",031-373-1410,127.0979236,37.202222
꿈꾸는약국,경기,성남분당구,서판교로,13479,경기도 성남시 분당구 서판교로 36 1층 (판교동),031-8017-2700,127.0978993,37.3899647
이즈약국,서울,중랑구,망우로,2073,서울특별시 중랑구 망우로 411 (망우동),02-496-6526,127.0978977,37.599605
수지행복한약국,경기,용인수지구,진산로,16923,"경기도 용인시 수지구 진산로 100 105호 (풍덕천동, 골드라인빌딩 제상가동)",031-261-6200,127.0977277,37.319846
푸른약국,서울,송파구,백제고분로,5613,서울특별시 송파구 백제고분로 279 1층 (석촌동),02-554-4458,127.097669,37.5027265
미소진약국,전북,전주완산구,호암로,55063,"전라북도 전주시 완산구 호암로 29 101, 102호 (효자동2가)",063-221-7542,127.0976267,35.8093877
삼부약국,서울,중랑구,망우로,2164,서울특별시 중랑구 망우로 410 5층 (망우동),02-494-2388,127.0976103,37.5989966
단골약국,충남,논산시,안심로,33007,충청남도 논산시 연무읍 안심로 33 (),041-742-9110,127.0976098,36.1243683
새우림약국,서울,중랑구,망우로62길,2164,서울특별시 중랑구 망우로62길 7 (망우동),02-434-5614,127.0976032,37.5986897
5층우리약국,경기,용인수지구,풍덕천로,16837,"경기도 용인시 수지구 풍덕천로 149 501호 (풍덕천동, 현대그린프라자)",031-896-2393,127.0975921,37.3246176
온누리사랑약국,서울,중랑구,용마산로,2189,서울특별시 중랑구 용마산로 438 (면목동),02-494-2790,127.0975818,37.5902945
아이튼튼약국,경기,화성시,동탄대로,18478,"경기도 화성시 동탄대로 469-12 2층 2057호 (오산동, 동탄역 린스트라우스)",070-7543-8809,127.0974953,37.1962985
안심약국,충남,논산시,연무로,33007,충청남도 논산시 연무읍 연무로 164 (연무읍),041-742-8280,127.0974044,36.1310277
일층약국,서울,중랑구,용마산로,2189,서울특별시 중랑구 용마산로 434 1층 (면목동),02-2293-9311,127.0973845,37.5899757
수지민들레 한약국,경기,용인수지구,풍덕천로,16835,"경기도 용인시 수지구 풍덕천로 144 503호 (풍덕천동, 현대그린프라자)",031-276-8575,127.0973813,37.3238158
나은약국,경기,평택시,평택5로,17881,경기도 평택시 평택5로 262 (비전동),031-657-0658,127.0973636,36.9997805
건강샘약국,서울,송파구,백제고분로,5613,서울특별시 송파구 백제고분로 275 1층 (석촌동),070-8872-6902,127.0973458,37.502749
하늘약국,서울,송파구,백제고분로,5679,서울특별시 송파구 백제고분로 276 202호 (석촌동),02-412-1804,127.0972748,37.5021105
청구약국,서울,광진구,아차산로,4974,"서울특별시 광진구 아차산로 502 진넥스 오딧세이 106,107호 (광장동)",02-2201-6688,127.0972644,37.5413606
중앙약국,서울,중랑구,신내로,2054,"서울특별시 중랑구 신내로 128 근린생활시설동 1층 (신내동, 동성아파트)",02-491-0081,127.0972338,37.6097293
정문약국,서울,중랑구,신내로16길,2053,서울특별시 중랑구 신내로16길 17 101호 (신내동),070-4402-2579,127.0972088,37.6142413
서울메디칼약국,서울,중랑구,신내로16길,2053,서울특별시 중랑구 신내로16길 17 103호 (신내동),02-3422-5000,127.0972088,37.6142413
대한약국,서울,중랑구,신내로16길,2053,서울특별시 중랑구 신내로16길 17 105호 (신내동),3421-4200,127.0972088,37.6142413
친절한 명성약국,서울,중랑구,신내로16길,2053,서울특별시 중랑구 신내로16길 17 1층 104호 (신내동),02-3421-8586,127.0972088,37.6142413
서울동산약국,서울,중랑구,신내로16길,2053,서울특별시 중랑구 신내로16길 17 1층 (신내동),3423-0808,127.0972088,37.6142413
레몬약국,경기,의정부시,오목로225번길,11813,경기도 의정부시 오목로225번길 177 폴리프라자 108호 (민락동),853-7060,127.0972021,37.7445728
동탄센터약국,경기,화성시,동탄오산로,18478,경기도 화성시 동탄오산로 82 (오산동),070-4321-3690,127.0971269,37.198165
초록약국,서울,중랑구,용마산로,2189,서울특별시 중랑구 용마산로 426 (면목동),02-2208-4451,127.0971188,37.5894344
라라온누리약국,경기,용인기흥구,덕영대로2077번길,17095,"경기도 용인시 기흥구 덕영대로2077번길 33 상가동 301호 (영덕동, 기흥효성해링턴플레이스)",031-281-7897,127.0971072,37.2653859
통일로약국,서울,중랑구,용마산로,2200,서울특별시 중랑구 용마산로 435 통일로약국 1층 (면목동),439-3711,127.0970374,37.5903019
필약국,충남,논산시,시민로,32988,충청남도 논산시 시민로 217 (내동),041-735-5202,127.0970068,36.1861657
한약국,서울,중랑구,망우로,2163,서울특별시 중랑구 망우로 402 1층 (망우동),02-435-3233,127.0969476,37.598824
신성모약국,서울,중랑구,용마산로,2191,서울특별시 중랑구 용마산로 424 (면목동),02-435-4726,127.0969285,37.5892311
메디팜석촌약국,서울,송파구,삼학사로,5602,"서울특별시 송파구 삼학사로 81 1층 (삼전동, 서울빌딩)",02-417-8911,127.0969,37.5044505
시티약국,경기,의정부시,천보로,11813,경기도 의정부시 천보로 38 (민락동),031-851-7904,127.0968731,37.7440418
희망약국,서울,중랑구,망우로,2086,서울특별시 중랑구 망우로 403 3층 (망우동),02-433-0429,127.0968533,37.5994218
유심약국,서울,중랑구,봉화산로,2054,"서울특별시 중랑구 봉화산로 217 (신내동, 오상빌딩내)",02-3422-2755,127.0968401,37.6077698
미소짓는약국,경기,평택시,동삭로,17845,경기도 평택시 동삭로 384 동화메디컬 1층 (동삭동),031-692-2505,127.0968204,37.0201887
어울림한약국,전북,전주완산구,호암로,55063,전라북도 전주시 완산구 호암로 19 (효자동2가),063-223-0175,127.0967547,35.8092251
백향목약국,서울,광진구,광나루로56길,5118,서울특별시 광진구 광나루로56길 34 구의동현대2단지 종합상가 1층 112호 (구의동),02-454-5656,127.0966512,37.5381387
베델약국,경기,용인수지구,문인로,16830,"경기도 용인시 수지구 문인로 59 107호 (풍덕천동, 삼익상가)",031-276-0050,127.0966345,37.3323534
영덕하나약국,경기,용인기흥구,덕영대로2077번길,17095,"경기도 용인시 기흥구 덕영대로2077번길 16 105호 (영덕동, 우리한의원)",031-284-2330,127.0966127,37.2681782
온누리건강약국,서울,중랑구,봉화산로,2054,서울특별시 중랑구 봉화산로 215 1층 (신내동),02-3422-3097,127.0965492,37.6076585
햇빛약국,서울,강남구,월곡로,6373,"서울특별시 강남구 자곡로 120 107호 (자곡동, 세곡드림프라자)",02-459-3353,127.0965163,37.4721498
음봉약국,충남,아산시,음봉로,31419,충청남도 아산시 음봉면 음봉로 805 (음봉면),041-533-8075,127.0963635,36.829057
365드림약국,경기,의정부시,천보로,11813,경기도 의정부시 천보로 44 8층 804호 (민락동),031-8092-2365,127.0963397,37.7443257
뉴그린약국,경기,평택시,중앙로,17908,경기도 평택시 중앙로 120 (합정동),031-658-7590,127.0962987,36.9929181
새보건약국,경기,용인수지구,풍덕천로130번길,16835,경기도 용인시 수지구 풍덕천로130번길 4 1층 (풍덕천동),031-266-2997,127.0962632,37.3229878
천명약국,경기,용인수지구,동천로,16825,"경기도 용인시 수지구 동천로 62 (동천동,센트럴상가 108호)",031-896-7871,127.0962065,37.3402999
강변그랜드약국,서울,광진구,광나루로56길,5119,"서울특별시 광진구 광나루로56길 63 123호,135호,136호 (구의동, 프라임프라자상가)",02-447-4842,127.096155,37.5367895
온누리강변프라자약국,서울,광진구,광나루로56길,5119,"서울특별시 광진구 광나루로56길 63 현대프라임아파트 프라자 107,108,109호 (구의동)",02-3437-3027,127.096155,37.5367895
미소약국,경기,용인수지구,문정로,16835,경기도 용인시 수지구 문정로 22 (풍덕천동),031-266-9005,127.0961245,37.3229103
비전약국,경기,용인수지구,문정로,16841,"경기도 용인시 수지구 문정로 13 103호 (풍덕천동, 중수프라자)",031-276-0048,127.0960557,37.3219801
자곡온누리약국,서울,강남구,월곡로,6373,서울특별시 강남구 자곡로 114 109호 (자곡동),02-2226-9661,127.0960241,37.472057
우리들약국,서울,중랑구,신내로,2069,서울특별시 중랑구 신내로 50-3 선일빌딩 (신내동),02-437-9090,127.0959839,37.6037142
단비약국,경기,용인수지구,문정로,16841,"경기도 용인시 수지구 문정로 15 (풍덕천동,평은프라자 1층)",031-889-3975,127.0959034,37.322227
건강약국,서울,중랑구,신내로,2026,서울특별시 중랑구 신내로 135 신내9단지아파트 제상가1동 1층 117호 (신내동),02-3421-7582,127.0958703,37.6113953
우리온누리약국,서울,광진구,광나루로,5117,"서울특별시 광진구 광나루로 614 (구의동, 만택빌딩)",02-458-5669,127.0958444,37.5407975
수지썬프라자약국,경기,용인수지구,풍덕천로,16837,"경기도 용인시 수지구 풍덕천로 127 (풍덕천동,수지프라자 101호)",031-266-1650,127.0957651,37.3234009
민락온누리약국,경기,의정부시,오목로225번길,11813,경기도 의정부시 오목로225번길 162 (민락동),031-851-8517,127.0957306,37.7445652
현대온누리약국,서울,광진구,광나루로56길,5116,서울특별시 광진구 광나루로56길 85 테크노-마트21 지하1층 D-12호 (구의동),02-3424-1120,127.0957093,37.5357263
나무약국,경기,용인수지구,수지로342번길,16832,경기도 용인시 수지구 수지로342번길 11 304호 (풍덕천동),031-262-7456,127.0956985,37.3273776
치료의빛선약국,서울,광진구,아차산로,5117,서울특별시 광진구 아차산로 484 1층 (구의동),02-456-2233,127.0956555,37.5407558
백세약국,서울,중랑구,신내로,2067,"서울특별시 중랑구 신내로 82 1층 109호 (신내동, 금강빌딩)",02-3421-7015,127.0955682,37.6066852
수약국,서울,중랑구,신내로,2067,서울특별시 중랑구 신내로 82 금강프라자 1층 108호 (신내동),02-3421-1459,127.0955682,37.6066852
동남약국,서울,중랑구,신내로,2085,서울특별시 중랑구 신내로 45 해성빌딩 1층 (신내동),02-2207-3356,127.0955677,37.6031473
왕약국,서울,송파구,백제고분로,5603,서울특별시 송파구 백제고분로 261 (삼전동),02-2202-5941,127.0955545,37.5027376
이지약국,서울,강서구,공항대로,7562,"서울특별시 강서구 공항대로 531 104호 (염창동, 한울밸리움)",02-3662-3357,127.095553,37.6031421
푸른온누리약국,경기,용인수지구,풍덕천로,16841,"경기도 용인시 수지구 풍덕천로 122 (풍덕천동, 103호)",031-264-2820,127.0955524,37.3225651
수지한림약국,경기,용인수지구,문정로,16837,경기도 용인시 수지구 문정로 32 1층 (풍덕천동),031-262-2010,127.095532,37.3235444
위래약국,서울,송파구,백제고분로,5585,서울특별시 송파구 백제고분로 262 2층 (삼전동),02-415-8146,127.0954306,37.5022936
위드팜잠실나루역약국,서울,송파구,송파대로,5504,"서울특별시 송파구 송파대로 624 (신천동, 잠실나루역구내 제215-08호)",02-416-0223,127.0953666,37.5198939
메디플러스약국,경기,용인수지구,풍덕천로129번길,16837,"경기도 용인시 수지구 풍덕천로129번길 9 101호 (풍덕천동, 오성빌딩 )",031-261-6673,127.0953016,37.3239126
이정약국,경기,의정부시,천보로,11813,경기도 의정부시 천보로 56 109호 (민락동),031-853-1023,127.0952865,37.7448626
영진약국,충남,논산시,시민로,32983,충청남도 논산시 시민로 264-3 (내동),041-735-6497,127.0951947,36.1901593
일송약국,서울,광진구,광나루로,5034,서울특별시 광진구 광나루로 606 (구의동),02-452-5682,127.0951353,37.5413761
모범약국,서울,송파구,백제고분로,5584,서울특별시 송파구 백제고분로 258 (삼전동),02-415-9273,127.0950637,37.5023011
레몬약국,서울,광진구,아차산로,5117,"서울특별시 광진구 아차산로 478 4층 (구의동, 그레이스빌딩)",02-452-7736,127.0950479,37.5403194
하늘약국,서울,광진구,광나루로,5034,서울특별시 광진구 광나루로 604 진넥스 베르디엠 2층 202호 (구의동),02-2201-0955,127.0949441,37.5415877
희망약국,경기,용인수지구,풍덕천로,16836,"경기도 용인시 수지구 풍덕천로 119 118호 (풍덕천동, 로얄스포츠센터)",031-264-4288,127.0949036,37.3229787
로얄약국,경기,용인수지구,풍덕천로,16836,"경기도 용인시 수지구 풍덕천로 119 119호 (풍덕천동, 로얄스포츠센터)",031-264-3895,127.0949036,37.3229787
수지윤약국,경기,용인수지구,풍덕천로,16836,"경기도 용인시 수지구 풍덕천로 119 208호 (풍덕천동, 로얄스포츠센터)",031-261-0220,127.0949036,37.3229787
이화옵티마약국,경기,용인수지구,풍덕천로,16836,"경기도 용인시 수지구 풍덕천로 119 305호 (풍덕천동, 로얄스포츠센터)",031-276-8202,127.0949036,37.3229787
연희약국,경기,평택시,중앙로,17897,경기도 평택시 중앙로 105 (비전동),031-651-9136,127.0948978,36.993589
쉐르빌대학약국,서울,광진구,구의강변로,5117,서울특별시 광진구 구의강변로 106 105호 (구의동),02-447-9830,127.0948406,37.5399301
